City,Source,Title (TR),Title (EN),Category,Area,Description (TR),Description (EN),Price,Rating,Review Count,Image URL
Amsterdam,OTA,"De Nada - Music, Wine & Food Bar","De Nada - Music, Wine & Food Bar",Bar,Uiterwaardenstraat 99,"De Nada - Music, Wine & Food Bar, Amsterdam gece hayatının nabzını tutan, samimi ve enerjik bir mekandır. Yerel Hollanda biralarını tadabileceğiniz, dostlarınızla sohbet edip müziğin keyfini çıkarabileceğiniz, şehrin ruhunu yansıtan bir buluşma noktasıdır.","De Nada - Music, Wine & Food Bar is an intimate and energetic venue keeping the pulse of Amsterdam nightlife. A meeting point reflecting the city's soul where you can taste local Dutch beers, chat with friends, and enjoy the music.",medium,4.8,190,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/de_nada_music_wine_and_food_bar.jpg
Amsterdam,OTA,De Negen Straatjes (9 Sokak),Nine Streets,Deneyim,Canal Ring,"Kanal kuşağını kesen dokuz küçük sokak. Bağımsız tasarımcıların, vintage dükkanların ve yerel kafelerin merkezidir.","Nine small streets intersecting the canal belt. The center for independent designers, vintage shops, and local cafes.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/de_negen_straatjes_9_sokak.jpg
Amsterdam,OTA,De Pijp Mahallesi,De Pijp Mahallesi,Bar,De Pijp,"De Pijp Mahallesi, şehrin en karakteristik bölgelerinden biri. Renkli sokakları, yerel dükkanları ve kendine has dokusuyla De Pijp ruhunu en iyi yansıtan, keşfetmeye doyamayacağınız bir semt.","De Pijp Mahallesi is a noteworthy destination in Amsterdam's De Pijp district. With its unique features and experiences, it offers unforgettable moments to visitors. As one of the most visited places in the area, it deserves a spot on every traveler's list.",free,4.5,9500,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/de_pijp_mahallesi.jpg
Amsterdam,OTA,De Sering,De Sering,Yeme-İçme,Rhoneweg 6,"De Sering, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","De Sering is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",medium,4.9,284,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/de_sering.jpg
Amsterdam,OTA,Deguelle Patisserie,Deguelle Patisserie,Kafe,Eerste Oosterparkstraat 128hs,"Deguelle Patisserie, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","Deguelle Patisserie is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",medium,4.8,208,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/deguelle_patisserie.jpg
Amsterdam,OTA,Desi Cakes,Desi Cakes,Kafe,Jacques Veltmanstraat 75,"Desi Cakes, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","Desi Cakes is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",medium,4.9,105,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/desi_cakes.jpg
Amsterdam,OTA,Door 74,Door 74,Bar,Centrum,"Door 74, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","Door 74 is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",expensive,4.6,2100,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/door_74.jpg
Amsterdam,OTA,Dutch Courage | Cocktail Bar Amsterdam,Dutch Courage | Cocktail Bar Amsterdam,Bar,Zeedijk 12,"Dutch Courage | Cocktail Bar Amsterdam, Amsterdam gece hayatının nabzını tutan, samimi ve enerjik bir mekandır. Yerel Hollanda biralarını tadabileceğiniz, dostlarınızla sohbet edip müziğin keyfini çıkarabileceğiniz, şehrin ruhunu yansıtan bir buluşma noktasıdır.","Dutch Courage | Cocktail Bar Amsterdam is an intimate and energetic venue keeping the pulse of Amsterdam nightlife. A meeting point reflecting the city's soul where you can taste local Dutch beers, chat with friends, and enjoy the music.",medium,4.7,820,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/dutch_courage_cocktail_bar_amsterdam.jpg
Amsterdam,OTA,EYE Film Müzesi,EYE Filmmuseum,Müze,Noord,"IJ Nehri kıyısındaki o meşhur bembeyaz bina. Sinema tarihine adanmış sergileri, nadir film koleksiyonları ve nehir manzaralı muazzam terasıyla bir mimari harikası.","An architectural marvel on the waterfront, this museum is the national treasury for film and cinematography, featuring immersive exhibitions and a grand cafe.",medium,4.4,9500,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/eye_film_museum.jpg
Amsterdam,OTA,Electric Ladyland,Electric Ladyland,Müze,Jordaan,Dünyanın tek floresan sanat müzesi. Ultraviyole ışık altında parlayan mineraller ve sanat eserleriyle büyüleyici bir deneyim sunar.,The world's only museum of fluorescent art. Offers a fascinating experience with minerals and artworks that glow under ultraviolet light.,low,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/electric_ladyland.jpg
Amsterdam,OTA,Elevate Coffee Lab,Elevate Coffee Lab,Kafe,Van der Helstplein 10H,"Elevate Coffee Lab, Amsterdam kanallarının huzurlu atmosferini kahve kokusuyla birleştiren şirin bir mekandır. Taze kavrulmuş kahveleri ve yanında sunulan ev yapımı tatlılarıyla, şehir turuna keyifli bir mola vermek için idealdir.","Elevate Coffee Lab is a cute venue combining the peaceful atmosphere of Amsterdam canals with the scent of coffee. With freshly roasted coffees and homemade sweets served alongside, it is ideal for taking a pleasant break from the city tour.",medium,4.9,293,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/elevate_coffee_lab.jpg
Amsterdam,OTA,Embassy of the Free Mind,Embassy of the Free Mind,Müze,Centrum,"Tarihi bir kanal evinde yer alan, felsefe, astronomi ve mistisizm gibi nadir konulara odaklanan benzersiz bir kütüphane ve müze.","A unique library and museum focusing on rare subjects like philosophy, astronomy, and mysticism, housed in a historic canal house.",medium,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/embassy_of_the_free_mind.jpg
Amsterdam,OTA,FEBO Amsterdam (Otomatik Atıştırmalık),FEBO,Yeme-İçme,Tüm Şehir,"Duvarlardaki küçük kapaklı bölmelerden bozuk para karşılığı sıcak atıştırmalıklar alabildiğiniz, Amsterdam'ın ikonik otomatik yemek zinciri.","Amsterdam's iconic automated food chain, where you can buy hot snacks from small compartments in the wall with a few coins.",low,4.0,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/febo_amsterdam_otomatik_atistirmalik.jpg
Amsterdam,OTA,Fabus,Fabus,Yeme-İçme,De Clercqstraat 105H,"Fabus, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","Fabus is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",medium,4.8,640,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/fabus.jpg
Amsterdam,OTA,Fashion for Good Müzesi,Fashion for Good Museum,Müze,Centrum,Sürdürülebilir moda ve tekstil inovasyonuna adanmış dünyanın ilk interaktif müzesi.,The world's first interactive museum dedicated to sustainable fashion and textile innovation.,medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/fashion_for_good_museum.jpg
Amsterdam,OTA,Fitz's Bar Amsterdam,Fitz's Bar Amsterdam,Bar,Mauritskade 61,"Fitz's Bar Amsterdam, Amsterdam gece hayatının nabzını tutan, samimi ve enerjik bir mekandır. Yerel Hollanda biralarını tadabileceğiniz, dostlarınızla sohbet edip müziğin keyfini çıkarabileceğiniz, şehrin ruhunu yansıtan bir buluşma noktasıdır.","Fitz's Bar Amsterdam is an intimate and energetic venue keeping the pulse of Amsterdam nightlife. A meeting point reflecting the city's soul where you can taste local Dutch beers, chat with friends, and enjoy the music.",medium,4.9,144,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/fitzs_bar_amsterdam.jpg
Amsterdam,OTA,Flamingo’s Gastro & Cocktailbar,Flamingo’s Gastro & Cocktailbar,Bar,Kinkerstraat 369,"Flamingo’s Gastro & Cocktailbar, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","Flamingo’s Gastro & Cocktailbar is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",medium,4.9,125,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/flamingos_gastro_and_cocktailbar.jpg
Amsterdam,OTA,Florentin brunch,Florentin brunch,Yeme-İçme,Eerste Sweelinckstraat 20,"Florentin brunch, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","Florentin brunch is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",low,4.8,5166,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/florentin_brunch.jpg
Amsterdam,OTA,Foam (Photography Müzesi),Foam (Photography Museum),Müze,Keizersgracht,"Foam (Photography Museum), Amsterdam'nin sanat sahnesinin nabzını tutan önemli bir kültür merkezi. Keizersgracht bölgesindeki modern binası, kalıcı ve geçici sergiler, atölye çalışmaları ve özel etkinlikleriyle yıl boyunca ziyaret edilmeye değer.",World famous photography museum. Both classic and contemporary exhibitions. Must stop for art lovers.,medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/foam_photography_museum.jpg
Amsterdam,OTA,Foodhallen,Foodhallen,Deneyim,Oud-West,Eski bir tramvay deposunun (De Hallen) içine kurulmuş devasa yemek holü. Dünyanın dört bir yanından yerel lezzetlerin ve şık barların buluştuğu sosyal bir merkez.,"Set in a renovated former tram depot, this vibrant indoor market features a huge variety of international street food stalls and bars under one industrial-chic roof.",medium,4.4,12000,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/foodhallen.jpg
Amsterdam,OTA,Friedhats FUKU Cafe,Friedhats FUKU Cafe,Kafe,Bos en Lommerweg 136 HS,"Friedhats FUKU Cafe, Amsterdam kanallarının huzurlu atmosferini kahve kokusuyla birleştiren şirin bir mekandır. Taze kavrulmuş kahveleri ve yanında sunulan ev yapımı tatlılarıyla, şehir turuna keyifli bir mola vermek için idealdir.","Friedhats FUKU Cafe is a cute venue combining the peaceful atmosphere of Amsterdam canals with the scent of coffee. With freshly roasted coffees and homemade sweets served alongside, it is ideal for taking a pleasant break from the city tour.",medium,4.8,989,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/friedhats_fuku_cafe.png
Amsterdam,OTA,Gassan Diamonds,Gassan Diamonds,Deneyim,Centrum,"Tarihi bir buharlı elmas fabrikasında yer alan, dünyanın en ünlü elmas kesim ve mücevher merkezlerinden biri.","One of the world's most famous diamond cutting and jewelry centers, located in a historic steam-powered diamond factory.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/gassan_diamonds.jpg
Amsterdam,OTA,Gentle Place Coffee,Gentle Place Coffee,Kafe,Distelweg 409,"Gentle Place Coffee, Amsterdam kanallarının huzurlu atmosferini kahve kokusuyla birleştiren şirin bir mekandır. Taze kavrulmuş kahveleri ve yanında sunulan ev yapımı tatlılarıyla, şehir turuna keyifli bir mola vermek için idealdir.","Gentle Place Coffee is a cute venue combining the peaceful atmosphere of Amsterdam canals with the scent of coffee. With freshly roasted coffees and homemade sweets served alongside, it is ideal for taking a pleasant break from the city tour.",medium,4.9,338,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/gentle_place_coffee.jpg
Amsterdam,OTA,Good Beans,Good Beans,Kafe,Binnen Oranjestraat 4,"Good Beans, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","Good Beans is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",low,4.8,517,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/good_beans.png
Amsterdam,OTA,Graham's Kitchen,Graham's Kitchen,Yeme-İçme,Hemonystraat 38,"Şef Graham Mee'nin yönettiği, lezzetin ön planda olduğu rahat bir fine-dining restoranı. 3-6 çeşitli tadım menüleri, şaşırtıcı lezzet kombinasyonları sunuyor.","Modern European dishes plus a prix-fixe menu in a relaxed, whitewashed setting with wooden floors.",medium,4.8,606,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/grahams_kitchen.jpg
Amsterdam,OTA,Grote Markt Haarlem,Grote Markt Haarlem,Deneyim,Haarlem,"'Minik Amsterdam'. Turist kalabalığı yok, aynı güzellik. Trenle sadece 15 dakika. Alışveriş için harika.","'Little Amsterdam'. No tourist crowds, same beauty. Only 15 mins by train. Great for shopping.",low,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/grote_markt_haarlem.jpg
Amsterdam,OTA,H'ART Müzesi (Eski Hermitage),H'ART Museum,Müze,Centrum,Amstel Nehri kıyısında 17. yüzyıldan kalma tarihi bir binada yer alan sanat müzesi. Dünyanın önde gelen müzeleriyle işbirliği içinde dev sergiler sunar.,An art museum housed in a historic 17th-century building on the banks of the Amstel River. Host to major exhibitions in collaboration with leading world museums.,medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/hart_museum_eski_hermitage.jpg
Amsterdam,OTA,H.Murray's Amsterdam,H.Murray's Amsterdam,Yeme-İçme,Nieuwebrugsteeg 15,"H.Murray's Amsterdam, Amsterdam'ın kendine has karakterini ve özgür ruhunu yansıtan, keşfedilmeyi bekleyen bir yerdir. Meraklı gezginler için sunduğu detaylar ve atmosferiyle, seyahat anılarınızda özel bir yer edinecektir.","H.Murray's Amsterdam is a place waiting to be discovered, reflecting Amsterdam's unique character and free spirit. With details and atmosphere offered for curious travelers, it will earn a special place in your travel memories.",medium,4.8,357,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/amsterdam/h_murrays_amsterdam.jpg
